clean_name,2019_Midweek,2019_Friday,2023_Monday,2023_Midweek,2023_Friday,2024_Monday,2024_Midweek,2024_Friday,2025_Monday,2025_Midweek,2025_Friday,raw_ratio_19_mon,raw_ratio_19_fri,raw_ratio_23_mon,raw_ratio_23_fri,collapse_23_mon,collapse_23_fri,total_collapse_23,raw_ratio_24_mon,raw_ratio_24_fri,collapse_24_mon,collapse_24_fri,total_collapse_24,raw_ratio_25_mon,raw_ratio_25_fri,collapse_25_mon,collapse_25_fri,total_collapse_25,cumulative_collapse_score,shock_rank,top100_affected,geometry
Paddington TfL,158116,160469,139849.0,163011.0,157179.0,154454.0,186973.0,168891.0,164370.0,200375.0,177027.0,1.0,1.0148814794201726,0.8579114292900479,0.9642232732760366,0.14208857070995207,0.049915391276110666,0.19200396198606273,0.8260764923277693,0.9032908494809411,0.17392350767223075,0.10995434659324566,0.2838778542654764,0.8203119151590768,0.8834784778540237,0.17968808484092325,0.12947620409944105,0.3091642889403643,0.7850461051919034,56,True,POINT Z (-0.17596495802982 51.516563062743 0)
Clapham Common,29894,33176,21082.0,26407.0,26509.0,20967.0,25230.0,25943.0,20242.0,24141.0,24576.0,1.0,1.109787917307821,0.79834892263415,1.0038626121861627,0.20165107736584997,0.09544643933285657,0.29709751669870654,0.8310344827586207,1.028260007927071,0.16896551724137931,0.07346260317784359,0.2424281204192229,0.8384905347748643,1.018019137566795,0.16150946522513565,0.08269037562027448,0.24419984084541013,0.7837254779633396,57,True,POINT Z (-0.137167009784716 51.4622112335521 0)
Putney Bridge,19481,19256,14803.0,17549.0,16582.0,14106.0,17098.0,15193.0,13892.0,16330.0,13778.0,1.0,0.9884502848929726,0.8435238475126788,0.944897145136475,0.15647615248732116,0.04406204380953105,0.2005381962968522,0.8250087729559012,0.8885834600538075,0.17499122704409875,0.10103373570273033,0.2760249627468291,0.8507042253521127,0.8437232088181261,0.14929577464788735,0.14641816415735798,0.2957139388052453,0.7722770978489266,58,True,POINT Z (-0.208703119435311 51.4682560043575 0)
Vauxhall,104910,108883,59557.0,72305.0,67787.0,60929.0,71718.0,68371.0,62195.0,74393.0,69489.0,1.0,1.0378705557144219,0.8236913076550723,0.9375146946960791,0.17630869234492774,0.09669400530325534,0.2730026976481831,0.8495635684207591,0.9533311023731839,0.15043643157924091,0.08145471790848235,0.23189114948772327,0.8360329600903311,0.9340798193378409,0.16396703990966888,0.10000354649731469,0.26397058640698357,0.7688644335428899,59,True,POINT Z (-0.124227036738512 51.4856984493909 0)
Wanstead,9102,9050,5777.0,6838.0,6364.0,5585.0,6715.0,6045.0,5562.0,6590.0,5737.0,1.0,0.994286969896726,0.8448376718338696,0.9306814858145657,0.1551623281661304,0.0639709520569971,0.2191332802231275,0.8317200297840656,0.9002233804914371,0.16827997021593444,0.09460406527811493,0.2628840354940494,0.8440060698027314,0.8705614567526555,0.1559939301972686,0.12443642216987072,0.2804303523671393,0.7624476680843162,60,True,POINT Z (0.028647479421731 51.5756029971839 0)
Balham,42436,43612,28102.0,33792.0,32007.0,28748.0,33697.0,32263.0,27575.0,34227.0,31984.0,1.0,1.0277123197285323,0.8316169507575758,0.9471768465909091,0.1683830492424242,0.07836382963560895,0.24674687887803315,0.8531323263198505,0.9574442828738463,0.14686767368014952,0.06837325534177419,0.2152409290219237,0.8056505098314196,0.9344669413036492,0.19434949016858039,0.09073101162153396,0.28508050179011435,0.7470683096900712,61,True,POINT Z (-0.15266560362294 51.4436277491606 0)
Southfields,19688,19485,15252.0,17618.0,15880.0,15391.0,17803.0,15689.0,15317.0,17719.0,15322.0,1.0,0.9896891507517269,0.865705528436826,0.9013508911340674,0.13429447156317398,0.08925859149871596,0.22355306306188993,0.8645172161995169,0.8812559680952649,0.13548278380048306,0.10956286888069922,0.24504565268118228,0.8644393024437045,0.8647214854111406,0.13556069755629552,0.12626961227741673,0.26183030983371225,0.7304290255767845,62,True,POINT Z (-0.206629303693064 51.4450797805852 0)
Stamford Brook,9269,9072,6592.0,7852.0,7144.0,6496.0,7830.0,7072.0,6637.0,7934.0,7091.0,1.0,0.9787463588305103,0.8395313295975547,0.9098318899643403,0.16046867040244528,0.0704109581041149,0.23087962850656019,0.8296296296296296,0.9031928480204342,0.1703703703703704,0.07719416795619438,0.24756453832656478,0.8365263423241744,0.8937484245021426,0.16347365767582556,0.08684367871358467,0.2503173363894102,0.7287615032225352,63,True,POINT Z (-0.245978135514486 51.4949190385423 0)
Knightsbridge,47274,55828,37396.0,44640.0,42695.0,40132.0,42661.0,44245.0,37512.0,40793.0,42751.0,1.0,1.1809451284003891,0.8377240143369176,0.9564292114695341,0.16227598566308243,0.1901154520489583,0.35239143771204073,0.9407186892009095,1.0371299313190032,0.05928131079909049,0.12177974541136061,0.1810610562104511,0.9195695339886746,1.0479984311033756,0.08043046601132542,0.11257652375186311,0.19300698976318853,0.7264594836856804,64,True,POINT Z (-0.161441486053111 51.5012424520044 0)
Wood Lane,15160,15438,13760.0,16490.0,15379.0,15316.0,17069.0,15605.0,15822.0,18148.0,15878.0,1.0,1.0183377308707124,0.834445118253487,0.9326258338386901,0.165554881746513,0.08416843885253644,0.24972332059904945,0.8972991973753588,0.9142304763020681,0.10270080262464121,0.10223254173213159,0.2049333443567728,0.8718316067886268,0.8749173462640512,0.1281683932113732,0.1408377400334878,0.269006133244861,0.7236627982006832,65,True,POINT Z (-0.223566003960841 51.5101420095008 0)
West Finchley,5574,5374,4103.0,4828.0,4075.0,4171.0,4835.0,4257.0,4249.0,4864.0,4249.0,1.0,0.964119124506638,0.84983429991715,0.8440347970173985,0.15016570008285002,0.12455341299311884,0.27471911307596886,0.8626680455015512,0.8804550155118924,0.13733195449844882,0.08677777140616139,0.2241097259046102,0.8735608552631579,0.8735608552631579,0.12643914473684215,0.09392850628268667,0.22036765101952882,0.7191964900001079,66,True,POINT Z (-0.188317206667133 51.6094899674085 0)
Highgate,18732,18687,12872.0,15463.0,14517.0,13066.0,15585.0,14257.0,13097.0,15368.0,13799.0,1.0,0.9975976937860346,0.8324387246976654,0.9388217034210696,0.16756127530233456,0.058917528309333944,0.2264788036116685,0.8383702277831248,0.9147898620468399,0.16162977221687524,0.08300724054896957,0.24463701276584482,0.8522254034357105,0.8979047371160854,0.14777459656428948,0.09993302640025081,0.2477076229645403,0.7188234393420536,67,True,POINT Z (-0.146442109971085 51.5778466191736 0)
Totteridge and Whetstone,8567,8419,6033.0,7164.0,6460.0,5951.0,7020.0,6382.0,6415.0,7399.0,6454.0,1.0,0.9827244076105988,0.8421273031825796,0.9017308766052484,0.15787269681742044,0.08241733936605733,0.24029003618347777,0.8477207977207977,0.9091168091168091,0.15227920227920233,0.07490156744224918,0.22718076972145151,0.8670090552777402,0.8722800378429517,0.1329909447222598,0.11238590281499372,0.24537684753725353,0.7128476534421828,68,True,POINT Z (-0.179179947727096 51.6305906764516 0)
Turnham Green,19533,20278,13772.0,16414.0,15747.0,13956.0,16604.0,16043.0,13806.0,16621.0,15917.0,1.0,1.0381405826037986,0.8390398440355794,0.9593639575971732,0.1609601559644206,0.07588242510377818,0.23684258106819878,0.8405203565405927,0.9662129607323536,0.15947964345940735,0.06928504970978078,0.22876469316918813,0.8306359424824018,0.9576439444076771,0.1693640575175982,0.07753924617244512,0.24690330369004332,0.7125105779274302,69,True,POINT Z (-0.254527388575046 51.4949587165302 0)
Oval,23513,24109,15958.0,19501.0,18579.0,15237.0,17873.0,17032.0,14642.0,17285.0,16159.0,1.0,1.0253476800068047,0.8183170093841341,0.952720373314189,0.1816829906158659,0.07083188279329178,0.2525148734091577,0.852514966709562,0.9529457841436804,0.14748503329043805,0.07061204435810864,0.2180970776485467,0.8470928550766561,0.9348568122649696,0.1529071449233439,0.08825383770433315,0.24116098262767705,0.7117729336853814,70,True,POINT Z (-0.112380891880082 51.4818384288355 0)
Kensal Green,8227,8110,5434.0,6435.0,6162.0,5765.0,6844.0,6219.0,5625.0,6810.0,5932.0,1.0,0.9857785340950529,0.8444444444444444,0.9575757575757575,0.15555555555555556,0.028609647647872105,0.18416520320342766,0.842343658679135,0.9086791350087668,0.15765634132086503,0.07821168388198219,0.23586802520284722,0.8259911894273128,0.871071953010279,0.17400881057268724,0.116361410922865,0.29037022149555225,0.7104034499018271,71,True,POINT Z (-0.224454457556846 51.5305736054161 0)
Buckhurst Hill,6275,6240,5589.0,6583.0,5850.0,6721.0,7577.0,6850.0,6813.0,7637.0,6580.0,1.0,0.9944223107569721,0.8490050129120462,0.8886525900045572,0.15099498708795378,0.106362980404071,0.2573579674920248,0.8870265276494654,0.9040517355153754,0.11297347235053457,0.09087746148093256,0.20385093383146713,0.892104229409454,0.8615948670944088,0.107895770590546,0.13357246938823475,0.24146823997878075,0.7026771413022727,72,True,POINT Z (0.046850474676384 51.6259845361285 0)
Hanger Lane,12043,11883,7837.0,9091.0,8355.0,8331.0,9684.0,8626.0,8024.0,9058.0,7658.0,1.0,0.9867142738520303,0.8620613793862061,0.919040809591904,0.13793862061379392,0.06858466128794916,0.20652328190174307,0.8602850061957868,0.8907476249483685,0.13971499380421315,0.09725880272210718,0.23697379652632033,0.8858467652903511,0.8454404945904173,0.11415323470964889,0.14317597607065602,0.2573292107803049,0.7008262892083683,73,True,POINT Z (-0.292661519529402 51.5301868520695 0)
Euston,129490,135581,82849.0,100695.0,101094.0,87388.0,105805.0,102047.0,92897.0,109576.0,105968.0,1.0,1.0470383813421886,0.822771736431799,1.0039624608967674,0.17722826356820098,0.04114072722931372,0.2183689907975147,0.8259345021501819,0.9644818297812012,0.17406549784981806,0.07884768412706988,0.25291318197688795,0.8477860115353727,0.9670730816967219,0.1522139884646273,0.07637284465442418,0.22858683311905148,0.6998690058934541,74,True,POINT Z (-0.134572986979356 51.5280864880292 0)
Bethnal Green,45596,50672,27909.0,33395.0,33923.0,26835.0,31470.0,32558.0,25462.0,30014.0,30730.0,1.0,1.1113255548732346,0.8357239107650846,1.0158107501122922,0.16427608923491543,0.08594673661746,0.25022282585237543,0.8527168732125834,1.03457260883381,0.14728312678741662,0.06906432206373536,0.21634744885115198,0.8483374425268209,1.023855534084094,0.15166255747317914,0.07870782814772759,0.23037038562090673,0.6969406603244341,75,True,POINT Z (-0.054663268097705 51.5272388869757 0)
Mill Hill East,5023,4783,5141.0,5915.0,4959.0,5082.0,5678.0,4880.0,5047.0,5803.0,4899.0,1.0,0.9522197889707347,0.8691462383770077,0.8383770076077769,0.13085376162299234,0.1195551517428678,0.25040891336586013,0.8950334624867912,0.8594575554772808,0.10496653751320884,0.0974168301981223,0.20238336771133114,0.8697225572979493,0.8442185076684473,0.13027744270205066,0.11342053857022572,0.24369798127227638,0.6964902623494676,76,True,POINT Z (-0.21003599178201 51.6082365189399 0)
Latimer Road,8037,7679,6594.0,7293.0,6110.0,6706.0,7674.0,6669.0,6838.0,7794.0,6429.0,1.0,0.9554560159263407,0.9041546688605512,0.8377896613190731,0.09584533113944882,0.1231520369811967,0.21899736812064552,0.8738597862913735,0.8690383111806098,0.1261402137086265,0.09044655463490547,0.21658676834353197,0.8773415447780344,0.8248652809853734,0.12265845522196561,0.13667896037512095,0.25933741559708656,0.694921552061264,77,True,POINT Z (-0.21782991407451 51.5134601262303 0)
Parsons Green,22457,22237,17187.0,20101.0,18327.0,17294.0,20151.0,17858.0,16801.0,19645.0,17931.0,1.0,0.9902035000222648,0.8550320879558231,0.9117456842943137,0.14496791204417692,0.0792340319198902,0.22420194396406712,0.8582204357103865,0.8862091211354275,0.14177956428961347,0.10502323904581123,0.2468028033354247,0.8552303385085264,0.9127513362178672,0.14476966149147363,0.07821843065860301,0.22298809215007664,0.6939928394495685,78,True,POINT Z (-0.20173953648515 51.4749860987056 0)
Queen's Park,17826,17858,13206.0,15337.0,14205.0,13951.0,16171.0,14604.0,14270.0,16601.0,14991.0,1.0,1.0017951307079547,0.8610549651170373,0.9261915628871357,0.13894503488296273,0.07546809273008848,0.2144131276130512,0.8627172098200482,0.9030981386432503,0.13728279017995182,0.09852013554403738,0.2358029257239892,0.859586771881212,0.9030178904885248,0.14041322811878798,0.098600239900972,0.23901346801975998,0.6892295213568004,79,True,POINT Z (-0.205716929565442 51.5339801351448 0)
Hammersmith (DIS),90053,92013,65765.0,70470.0,65378.0,62468.0,76309.0,68966.0,62020.0,72527.0,67992.0,1.0,1.0217649606342931,0.9332340002838088,0.9277423016886619,0.06676599971619124,0.09201985052145811,0.15878585023764935,0.818619035762492,0.903772818409362,0.18138096423750805,0.1154787517392295,0.29685971597673755,0.855129813724544,0.9374715623147242,0.144870186275456,0.0824978361630655,0.2273680224385215,0.6830135886529084,80,True,POINT Z (-0.223018446935571 51.4920004980521 0)
Elm Park,10971,10815,8315.0,9582.0,8257.0,8325.0,9394.0,8359.0,8698.0,9837.0,8808.0,1.0,0.9857806945583811,0.8677729075349614,0.8617198914631601,0.1322270924650386,0.12585030705110223,0.25807739951614084,0.8862039599744518,0.8898232914626357,0.11379604002554822,0.09734153207243856,0.21113757209798678,0.8842126664633526,0.8953949374809393,0.11578733353664739,0.09168951834457828,0.20747685188122567,0.6766918234953533,81,True,POINT Z (0.198693956591701 51.5497214798208 0)
Finchley Central,29319,28340,19392.0,22772.0,20455.0,15510.0,17775.0,15536.0,15238.0,17294.0,14856.0,1.0,0.9666086837886695,0.8515721060952046,0.898252239592482,0.14842789390479538,0.07071780477727663,0.219145698682072,0.8725738396624473,0.8740365682137834,0.12742616033755272,0.09577000199506303,0.22319616233261574,0.8811148375159015,0.8590262518792645,0.11888516248409853,0.1112988469002062,0.23018400938430472,0.6725258703989925,82,True,POINT Z (-0.19252922549939 51.6009348679323 0)
Hyde Park Corner,13201,14622,11266.0,12994.0,12897.0,9418.0,11011.0,11475.0,8783.0,9957.0,9831.0,1.0,1.1076433603514886,0.8670155456364476,0.9925350161613052,0.13298445436355244,0.10392184732968202,0.23690630169323446,0.8553264916901281,1.0421396785033148,0.1446735083098719,0.059137881553668614,0.20381138986354053,0.8820929998995681,0.9873455860198855,0.11790700010043187,0.1086069565689709,0.22651395666940277,0.6672316482261778,83,True,POINT Z (-0.154124887061521 51.5027528559006 0)
Westminster,71460,74187,54632.0,63304.0,60032.0,57444.0,63576.0,56335.0,57279.0,61686.0,56078.0,1.0,1.0381612090680101,0.8630102363199798,0.9483129028181474,0.13698976368002025,0.08654562072351213,0.22353538440353238,0.9035485088712721,0.8861048194287152,0.09645149112872786,0.146467030660682,0.24291852178940987,0.92855753331388,0.9090879616120352,0.07144246668611998,0.12432871342963014,0.19577118011575012,0.6622250863086924,84,True,POINT Z (-0.125633447749655 51.5009655911588 0)
South Ruislip,6505,6423,4696.0,5378.0,4936.0,4766.0,5530.0,4813.0,4609.0,5201.0,4651.0,1.0,0.9873943120676403,0.8731870583860171,0.9178133134994422,0.12681294161398293,0.07046931273332224,0.19728225434730517,0.8618444846292947,0.8703435804701628,0.13815551537070525,0.11854507380376633,0.2567005891744716,0.8861757354354932,0.8942511055566237,0.11382426456450678,0.09433233043035383,0.2081565949948606,0.6621394385166374,85,True,POINT Z (-0.398845328625941 51.556861433018 0)
Regent's Park,13604,13118,7027.0,8370.0,7643.0,6752.0,8257.0,7642.0,6790.0,8106.0,7329.0,1.0,0.9642752131725963,0.8395459976105137,0.913142174432497,0.16045400238948626,0.05302743246076469,0.21348143485025095,0.8177304105607364,0.9255177425214969,0.18226958943926364,0.040193370234605674,0.2224629596738693,0.8376511226252159,0.9041450777202072,0.1623488773747841,0.0623578565859354,0.2247067339607195,0.6606511284848398,86,True,POINT Z (-0.146287770475268 51.5232801488787 0)
West Ruislip,5098,4820,3665.0,4191.0,3732.0,4280.0,5099.0,4355.0,4248.0,4891.0,4218.0,1.0,0.9454688112985484,0.8744929611071344,0.8904795991410165,0.12550703889286563,0.05816078912429412,0.18366782801715975,0.8393802706413022,0.8540890370660914,0.16061972935869784,0.09665022594130002,0.25726995529999785,0.8685340421181762,0.862400327131466,0.1314659578818238,0.08785957101323372,0.21932552889505752,0.6602633122122151,87,True,POINT Z (-0.437626140162556 51.5696310313101 0)
West Hampstead,34251,34751,22632.0,26220.0,24394.0,24214.0,28248.0,25963.0,24659.0,27871.0,25891.0,1.0,1.014598113923681,0.8631578947368421,0.9303585049580473,0.13684210526315788,0.08302756314010884,0.21986966840326672,0.8571934296233361,0.9191093174738034,0.1428065703766639,0.09411489646930327,0.23692146684596715,0.8847547630153206,0.9289584155573894,0.11524523698467937,0.08440750794923468,0.19965274493391405,0.6564438801831479,88,True,POINT Z (-0.190144437494366 51.5468041342918 0)
Hammersmith (H&C),33861,33935,26996.0,30747.0,27759.0,29300.0,33593.0,30342.0,30782.0,34602.0,31414.0,1.0,1.0021854050382446,0.8780043581487624,0.9028197872963216,0.12199564185123757,0.09914893715512763,0.2211445790063652,0.872205519006936,0.9032238859286161,0.127794480993064,0.09874571971625545,0.22654020070931946,0.8896017571238657,0.9078665973065141,0.11039824287613431,0.09411313241797925,0.20451137529411356,0.6521961550097982,89,True,POINT Z (-0.224905917275528 51.4937850044917 0)
Barons Court,22941,22379,16561.0,19191.0,17519.0,17442.0,20199.0,18205.0,17496.0,20107.0,17552.0,1.0,0.9755023756593,0.8629565942368819,0.9128758272106716,0.13704340576311813,0.06419927825014449,0.20124268401326262,0.8635080944601218,0.9012822416951334,0.13649190553987822,0.07608401149613231,0.21257591703601053,0.8701447257174119,0.8729298254339285,0.12985527428258814,0.10514843713839972,0.23500371142098786,0.648822312470261,90,True,POINT Z (-0.214660488067239 51.4902993374424 0)
Marble Arch,37494,40353,24847.0,28205.0,27768.0,24869.0,28658.0,28168.0,23434.0,26879.0,26151.0,1.0,1.0762522003520563,0.8809430951958872,0.9845062932104237,0.1190569048041128,0.0852457324701601,0.2043026372742729,0.8677856096029032,0.9829018075232047,0.13221439039709681,0.0867365407460402,0.21895093114313702,0.8718330295025857,0.9729156590646973,0.12816697049741432,0.09601517307333374,0.22418214357074806,0.647435711988158,91,True,POINT Z (-0.157334022942238 51.5136012982456 0)
Shepherd's Bush Market,10617,11338,8892.0,10860.0,10875.0,9648.0,10929.0,10558.0,9623.0,11093.0,11161.0,1.0,1.0679099557313743,0.8187845303867404,1.0013812154696133,0.18121546961325963,0.062298080380941534,0.24351354999420116,0.8827889102388141,0.9660536188123342,0.11721108976118588,0.09537914350586063,0.2125902332670465,0.8674839989182367,1.0061299918867754,0.1325160010817633,0.05785128560046793,0.19036728668223124,0.6464710699434789,92,True,POINT Z (-0.226272239161867 51.5060918115633 0)
Kennington,17506,18676,12731.0,15279.0,15612.0,13341.0,15617.0,15634.0,12777.0,15075.0,14862.0,1.0,1.066834228264595,0.8332351593690687,1.0217946200667583,0.16676484063093133,0.042218000702041736,0.20898284133297307,0.8542613818274957,1.0010885573413588,0.14573861817250433,0.06162688558482399,0.20736550375732832,0.8475621890547264,0.9858706467661692,0.15243781094527364,0.07589143594514047,0.22832924689041412,0.6446775919807155,93,True,POINT Z (-0.105940029542131 51.488341112167 0)
East Putney,21755,21395,17866.0,20325.0,18674.0,17987.0,20804.0,18860.0,17453.0,20332.0,17966.0,1.0,0.9834520799816134,0.8790159901599016,0.9187699876998769,0.12098400984009838,0.06577045653606817,0.18675446637616655,0.8645933474331859,0.9065564314554894,0.13540665256681406,0.07818952249057398,0.21359617505738804,0.8584005508557938,0.8836317135549873,0.1415994491442062,0.10149997997715599,0.24309942912136218,0.6434500705549168,94,True,POINT Z (-0.21103973778595 51.4591498588384 0)
Arsenal,8711,9142,6120.0,7380.0,7078.0,6188.0,7275.0,7069.0,6146.0,6914.0,6889.0,1.0,1.0494776719090804,0.8292682926829268,0.9590785907859078,0.1707317073170732,0.08613721238940664,0.25686891970647985,0.8505841924398625,0.9716838487972509,0.1494158075601375,0.07412622983232842,0.22354203739246592,0.8889210297946196,0.9963841481052936,0.11107897020538038,0.05059042724292129,0.16166939744830167,0.6420803545472474,95,True,POINT Z (-0.107258995220346 51.5586182630652 0)
Chesham,4100,3788,3071.0,3614.0,3164.0,3238.0,3664.0,3081.0,3318.0,3830.0,3198.0,1.0,0.9239024390243903,0.8497509684560044,0.8754842280022136,0.1502490315439956,0.05240619461217644,0.20265522615617204,0.8837336244541485,0.8408842794759825,0.11626637554585151,0.08985598050382038,0.20612235604967188,0.8663185378590078,0.8349869451697128,0.1336814621409922,0.09623905089867413,0.22992051303966632,0.6386980952455102,96,True,POINT Z (-0.610957106041938 51.7052267134821 0)
Chigwell,1889,1780,1127.0,1309.0,1094.0,1006.0,1131.0,961.0,1088.0,1192.0,1023.0,1.0,0.942297511911064,0.8609625668449198,0.8357524828113063,0.13903743315508021,0.11306941571316986,0.2521068488682501,0.8894783377541998,0.8496905393457118,0.11052166224580018,0.09827784897525305,0.20879951122105322,0.912751677852349,0.8582214765100671,0.08724832214765099,0.08922451172611423,0.17647283387376522,0.6373791939630685,97,True,POINT Z (0.075621709630792 51.6176545264783 0)
Clapham North,18878,21299,14027.0,16865.0,18019.0,13507.0,16000.0,17147.0,12917.0,15334.0,16447.0,1.0,1.1282445174276936,0.8317225022235398,1.0684257337681589,0.16827749777646017,0.05301934353371973,0.2212968413101799,0.8441875,1.0716875,0.15581250000000002,0.05012833348983525,0.20594083348983527,0.8423764184165906,1.0725838007043171,0.1576235815834094,0.049333912874027,0.2069574944574364,0.6341951692574516,98,True,POINT Z (-0.129333403541793 51.4657303680798 0)
Warwick Avenue,12958,13366,9035.0,10505.0,9878.0,9099.0,10337.0,10018.0,8983.0,10324.0,9714.0,1.0,1.0314863404846426,0.8600666349357449,0.9403141361256544,0.13993336506425513,0.08838915338050046,0.2283225184447556,0.8802360452742575,0.969139982586824,0.11976395472574253,0.06044322202902397,0.1802071767547665,0.8701084850833011,0.9409143742735374,0.12989151491669892,0.08780723763006892,0.21769875254676785,0.6262284477462899,99,True,POINT Z (-0.183581995971193 51.5232005763863 0)
Ruislip Gardens,3776,3506,2486.0,2924.0,2668.0,2550.0,3037.0,2660.0,2505.0,3022.0,2611.0,1.0,0.9284957627118644,0.8502051983584131,0.9124487004103967,0.14979480164158687,0.017282860025767843,0.16707766166735472,0.8396443859071452,0.875864339809022,0.16035561409285481,0.056684612915326005,0.21704022700818082,0.828921244209133,0.8639973527465254,0.17107875579086695,0.06946548660271534,0.2405442423935823,0.6246621310691178,100,True,POINT Z (-0.410696109804698 51.56077688512 0)
Hornchurch,7581,7144,5363.0,6136.0,5448.0,5380.0,5972.0,5198.0,5481.0,6377.0,5275.0,1.0,0.9423558897243107,0.8740221642764016,0.8878748370273793,0.12597783572359844,0.057813670282116036,0.18379150600571448,0.9008707300736771,0.8703951774949765,0.09912926992632287,0.07636256430719246,0.17549183423351533,0.8594950603732162,0.8271914693429512,0.1405049396267838,0.12220905247915548,0.26271399210593926,0.6219973323451691,101,False,POINT Z (0.219134036058355 51.5540505146079 0)
High Barnet,13709,13696,10344.0,11716.0,11362.0,11108.0,12837.0,11715.0,11117.0,12782.0,11224.0,1.0,0.9990517178495879,0.8828951860703311,0.9697849095254353,0.11710481392966887,0.029294587858922916,0.1463994017885918,0.8653112097842175,0.9125964010282777,0.1346887902157825,0.08653737867284916,0.22122616888863167,0.8697386950398999,0.8781098419652636,0.13026130496010013,0.12105667176534762,0.25131797672544776,0.6189435474026712,102,False,POINT Z (-0.194140784281301 51.650524935439 0)
Stanmore,12549,13017,9332.0,10448.0,9945.0,9565.0,10726.0,10013.0,9861.0,10864.0,9855.0,1.0,1.0372938082715755,0.8931852986217458,0.9518568147013783,0.10681470137825422,0.08236527865963006,0.18917998003788428,0.8917583442103301,0.9335260115606936,0.10824165578966993,0.10003703471805003,0.20827869050771997,0.9076767304860088,0.9071244477172312,0.09232326951399117,0.12548938354432404,0.2178126530583152,0.6152713236039195,103,False,POINT Z (-0.303238655645259 51.6197138463166 0)
Euston Square,50640,46501,37454.0,43126.0,37595.0,38897.0,44720.0,38049.0,40330.0,46650.0,38892.0,1.0,0.9182661927330174,0.868478412094792,0.8717479014979362,0.13152158790520796,0.05065883030783225,0.1821804182130402,0.8697898032200357,0.8508273703041145,0.13021019677996426,0.07344147368442921,0.20365167046439347,0.8645230439442658,0.8336977491961415,0.13547695605573418,0.09209578247150374,0.22757273852723792,0.6134048272046716,104,False,POINT Z (-0.135851312776002 51.5256349922743 0)
Epping,13501,13632,9323.0,10777.0,10556.0,9712.0,11149.0,10181.0,9874.0,11164.0,10078.0,1.0,1.0097029849640768,0.8650830472302125,0.9794933655006032,0.13491695276978755,0.02991931282103566,0.1648362655908232,0.8711095165485694,0.913176069602655,0.12889048345143062,0.09559931662958898,0.2244898000810196,0.8844500179147259,0.9027230383375134,0.11554998208527412,0.105951896963412,0.22150187904868612,0.6108279447205289,105,False,POINT Z (0.114025844922751 51.6935652064952 0)
Finsbury Park,108663,112072,56989.0,67475.0,66833.0,56807.0,67894.0,66719.0,59256.0,69007.0,66658.0,1.0,1.0313722242161545,0.8445942941830308,0.9904853649499815,0.15540570581696922,0.039643165004998204,0.19504887082196742,0.8367013285415501,0.9826936106283324,0.1632986714584499,0.04719791016751296,0.21049658162596285,0.858695494659962,0.9659599750749924,0.14130450534003802,0.06342254290479421,0.20472704824483223,0.6102725006927625,106,False,POINT Z (-0.106653230276946 51.5645726811384 0)
Fulham Broadway,29291,30125,20996.0,24221.0,22788.0,20198.0,23428.0,21972.0,20303.0,23265.0,23082.0,1.0,1.0284729097675054,0.8668510796416333,0.9408364642252591,0.13314892035836667,0.08521026145652899,0.21835918181489566,0.8621307836776507,0.9378521427351887,0.13786921632234928,0.08811196305870828,0.22598117938105755,0.8726842897055663,0.9921341070277241,0.12731571029443367,0.03533277580252059,0.16264848609695426,0.6069888472929075,107,False,POINT Z (-0.194742482172033 51.4807686154393 0)
Woodford,19332,19216,13758.0,15963.0,15060.0,13588.0,15593.0,14496.0,13630.0,15590.0,13994.0,1.0,0.9939995861783572,0.8618680699116708,0.9434316857733509,0.13813193008832925,0.05087316041994072,0.18900509050826997,0.8714166613223883,0.929647918937985,0.12858333867761174,0.06474013484028274,0.19332347351789447,0.8742783835792175,0.8976266837716484,0.1257216164207825,0.0969546705519615,0.222676286972744,0.6050048509989084,108,False,POINT Z (0.03403824393238 51.6068624242835 0)
Osterley,7160,7225,5309.0,5894.0,5314.0,5271.0,5708.0,5151.0,5012.0,5501.0,4845.0,1.0,1.0090782122905029,0.9007465218866644,0.9015948422124194,0.09925347811333562,0.1065163916621561,0.20576986977549172,0.9234407848633497,0.9024176594253679,0.07655921513665032,0.10570097695700575,0.18226019209365607,0.9111070714415561,0.8807489547355026,0.08889292855844388,0.12717473828287917,0.21606766684132306,0.6040977287104708,109,False,POINT Z (-0.352199309980199 51.4812435134735 0)
Stockwell,35752,37140,20730.0,24518.0,24904.0,20878.0,24383.0,24371.0,20484.0,24513.0,23483.0,1.0,1.0388230029089283,0.8455012643771923,1.015743535361775,0.1544987356228077,0.022216939250022216,0.1767156748728299,0.8562523069351597,0.9995078538325883,0.14374769306484025,0.037845859175479446,0.1815935522403197,0.8356382327744463,0.9579814792151103,0.16436176722555373,0.0778203057377862,0.24218207296333993,0.6004913000764895,110,False,POINT Z (-0.12301670611174 51.4718293063076 0)
Maida Vale,10869,10752,8109.0,9385.0,8862.0,8460.0,9579.0,8862.0,8236.0,9397.0,8263.0,1.0,0.9892354402428927,0.8640383590836441,0.9442727757059137,0.13596164091635587,0.04545193460309005,0.18141357551944592,0.8831819605386784,0.925148762918885,0.11681803946132163,0.06478404909176327,0.1816020885530849,0.8764499308289879,0.8793231882515696,0.12355006917101208,0.11110828375127324,0.23465835292228532,0.5976740169948161,111,False,POINT Z (-0.185804459598915 51.5297309387148 0)
